1,0.173728814,0.973180077
1,0.343220339,0.122605364
1,0.279661017,0.149425287
1,0.199152542,0.260536399
1,-0.572033898,0.750957854
1,0.144067797,0.340996169
1,0.105932203,0.042145594
1,-0.042372881,0.260536399
1,0.038135593,0.505747126
1,-0.097457627,0.724137931
1,-0.080508475,0.697318008
1,-0.110169492,0.750957854
1,-0.016949153,0.973180077
1,-0.199152542,0.973180077
1,-0.093220339,0.340996169
1,0.084745763,0.068965517
1,0.309322034,0.45210728
1,0.11440678,0.45210728
1,0.271186441,0.505747126
1,0.080508475,0.505747126
1,0.220338983,0.233716475
1,0.165254237,0.314176245
1,0.161016949,-0.042145594
1,-0.025423729,0.233716475
1,0.072033898,0.45210728
1,-0.080508475,0.697318008
1,-0.110169492,0.750957854
1,-0.161016949,0.835249042
1,0.029661017,0.149425287
1,0.029661017,0.149425287
1,0.144067797,-0.015325671
1,-0.076271186,0.314176245
1,-0.220338983,0.942528736
1,0.088983051,0.042145594
-1,-0.110169492,-0.042145594
-1,0.398305085,-0.015325671
-1,-0.351694915,0.340996169
-1,-0.173728814,0.122605364
-1,-0.245762712,-0.042145594
-1,-0.669491525,0.942528736
-1,-1,0.942528736
-1,-0.915254237,0.750957854
-1,-0.944915254,0.750957854
-1,-0.436440678,0.942528736
-1,-0.165254237,0.068965517
-1,-0.038135593,-0.122605364
-1,-0.199152542,-0.042145594
-1,-0.144067797,0.808429119
-1,-0.254237288,0.068965517
-1,-0.224576271,0.206896552
-1,-0.224576271,0.206896552
-1,-0.084745763,-0.122605364
-1,-0.139830509,-0.042145594
-1,-0.275423729,0.122605364
-1,-0.080508475,0.340996169
-1,-0.203389831,0.122605364
-1,-0.165254237,0.068965517
-1,-0.110169492,-0.042145594
-1,-0.122881356,-0.042145594
-1,0.355932203,0.042145594
-1,-0.165254237,0.042145594
-1,-0.021186441,-0.149425287
-1,-0.110169492,-0.149425287
-1,-0.131355932,-0.122605364
-1,-0.127118644,-0.149425287
-1,-0.271186441,0.068965517
-1,-0.144067797,-0.122605364
-1,0.343220339,0.122605364
-1,0.012711864,-0.149425287
-1,-0.13559322,0.068965517
-1,-0.008474576,-0.122605364
-1,-0.13559322,0.068965517
-1,-0.186440678,0.122605364
-1,-0.06779661,-0.149425287
-1,-0.211864407,0.068965517
-1,-0.084745763,-0.122605364
-1,-0.050847458,-0.149425287
-1,-0.194915254,0.068965517
-1,-0.06779661,-0.122605364
-1,-0.194915254,0.068965517
-1,-0.233050848,0.122605364
-1,-0.097457627,-0.149425287
-1,-0.11440678,-0.122605364
-1,-0.11440678,-0.122605364
-1,-0.190677966,-0.149425287
-1,-0.330508475,0.068965517
-1,-0.207627119,-0.122605364
-1,-0.186440678,0.122605364
-1,-0.38559322,0.45210728
-1,-0.004237288,-0.149425287
-1,0.194915254,-0.149425287
-1,0.004237288,0.122605364
-1,0.004237288,0.122605364
-1,0.080508475,0.015325671
-1,-0.042372881,0.973180077
-1,-0.233050848,0.149425287
-1,-0.18220339,0.068965517
-1,-0.300847458,0.260536399
-1,-0.334745763,0.750957854
-1,-0.194915254,0.505747126
-1,-0.601694915,0.808429119
-1,-0.334745763,0.314176245
-1,-0.322033898,0.750957854
-1,0.118644068,0.042145594
-1,-0.444915254,0.505747126
-1,-0.016949153,-0.176245211
-1,-0.241525424,0.068965517
-1,-0.224576271,-0.122605364
-1,-0.377118644,0.122605364
-1,-0.224576271,-0.122605364
-1,-0.063559322,-0.042145594
-1,-0.101694915,-0.095785441
-1,-0.29661017,0.206896552
-1,-0.245762712,0.122605364
-1,-0.088983051,-0.095785441
-1,-0.13559322,-0.095785441
-1,-0.326271186,0.206896552
-1,-0.177966102,-0.122605364
-1,-0.334745763,0.122605364
-1,-0.237288136,-0.122605364
-1,-0.394067797,0.122605364
-1,-0.266949153,-0.122605364
-1,-0.423728814,0.122605364
-1,-0.25,-0.149425287
-1,-0.411016949,0.206896552
-1,-0.355932203,0.206896552
-1,-0.25,-0.149425287
-1,-0.008474576,-0.122605364
-1,-0.008474576,-0.122605364
-1,-0.322033898,0.367816092
-1,-0.025423729,-0.095785441
-1,-0.190677966,-0.122605364
-1,-0.266949153,-0.122605364
-1,0.012711864,-0.149425287
-1,-0.313559322,0.068965517
-1,-0.343220339,0.068965517
-1,-0.389830509,0.068965517
-1,-0.343220339,0.068965517
-1,-0.220338983,-0.149425287
